object_path,format,bytes,rows,columns,column_names,missing_cells,total_cells,missing_rate,status,note
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fretelematic__fretelematic.parquet,parquet,39181,1177,16,Policy_ID;Total_Distance;Drive_Score;Time_Day;Style_Score;Corner_Score;Acceleration_Score;Braking_Score;Total_Night_Time;Total_Time;Acceleration;Brake;Corner;Insured_Gender;Insured_Age;Claim,0,18832,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freTF0002__freTF0002.parquet,parquet,2921,114,2,x;lx,0,228,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freTGF05__freTGF05.parquet,parquet,110188,121,107,x;lx1900;lx1901;lx1902;lx1903;lx1904;lx1905;lx1906;lx1907;lx1908;lx1909;lx1910;lx1911;lx1912;lx1913;lx1914;lx1915;lx1916;lx1917;lx1918;lx1919;lx1920;lx1921;lx1922;lx1923;lx1924;lx1925;lx1926;lx1927;lx1928;lx1929;lx1930;lx1931;lx1932;lx1933;lx1934;lx1935;lx1936;lx1937;lx1938;lx1939;lx1940;lx1941;lx1942;lx1943;lx1944;lx1945;lx1946;lx1947;lx1948;lx1949;lx1950;lx1951;lx1952;lx1953;lx1954;lx1955;lx1956;lx1957;lx1958;lx1959;lx1960;lx1961;lx1962;lx1963;lx1964;lx1965;lx1966;lx1967;lx1968;lx1969;lx1970;lx1971;lx1972;lx1973;lx1974;lx1975;lx1976;lx1977;lx1978;lx1979;lx1980;lx1981;lx1982;lx1983;lx1984;lx1985;lx1986;lx1987;lx1988;lx1989;lx1990;lx1991;lx1992;lx1993;lx1994;lx1995;lx1996;lx1997;lx1998;lx1999;lx2000;lx2001;lx2002;lx2003;lx2004;lx2005,0,12947,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freTGH05__freTGH05.parquet,parquet,109211,121,107,x;lx1900;lx1901;lx1902;lx1903;lx1904;lx1905;lx1906;lx1907;lx1908;lx1909;lx1910;lx1911;lx1912;lx1913;lx1914;lx1915;lx1916;lx1917;lx1918;lx1919;lx1920;lx1921;lx1922;lx1923;lx1924;lx1925;lx1926;lx1927;lx1928;lx1929;lx1930;lx1931;lx1932;lx1933;lx1934;lx1935;lx1936;lx1937;lx1938;lx1939;lx1940;lx1941;lx1942;lx1943;lx1944;lx1945;lx1946;lx1947;lx1948;lx1949;lx1950;lx1951;lx1952;lx1953;lx1954;lx1955;lx1956;lx1957;lx1958;lx1959;lx1960;lx1961;lx1962;lx1963;lx1964;lx1965;lx1966;lx1967;lx1968;lx1969;lx1970;lx1971;lx1972;lx1973;lx1974;lx1975;lx1976;lx1977;lx1978;lx1979;lx1980;lx1981;lx1982;lx1983;lx1984;lx1985;lx1986;lx1987;lx1988;lx1989;lx1990;lx1991;lx1992;lx1993;lx1994;lx1995;lx1996;lx1997;lx1998;lx1999;lx2000;lx2001;lx2002;lx2003;lx2004;lx2005,0,12947,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freTH0002__freTH0002.parquet,parquet,2891,112,2,x;lx,0,224,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freTPG93full__freTPG93full.parquet,parquet,93079,121,95,x;lx1900;lx1901;lx1902;lx1903;lx1904;lx1905;lx1906;lx1907;lx1908;lx1909;lx1910;lx1911;lx1912;lx1913;lx1914;lx1915;lx1916;lx1917;lx1918;lx1919;lx1920;lx1921;lx1922;lx1923;lx1924;lx1925;lx1926;lx1927;lx1928;lx1929;lx1930;lx1931;lx1932;lx1933;lx1934;lx1935;lx1936;lx1937;lx1938;lx1939;lx1940;lx1941;lx1942;lx1943;lx1944;lx1945;lx1946;lx1947;lx1948;lx1949;lx1950;lx1951;lx1952;lx1953;lx1954;lx1955;lx1956;lx1957;lx1958;lx1959;lx1960;lx1961;lx1962;lx1963;lx1964;lx1965;lx1966;lx1967;lx1968;lx1969;lx1970;lx1971;lx1972;lx1973;lx1974;lx1975;lx1976;lx1977;lx1978;lx1979;lx1980;lx1981;lx1982;lx1983;lx1984;lx1985;lx1986;lx1987;lx1988;lx1989;lx1990;lx1991;lx1992;lx1993,0,11495,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fretplclaimnumber__fretplclaimnumber.parquet,parquet,3665558,678013,3,policy.id;claim.number;driver.age,0,2034039,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freTPRV93__freTPRV93.parquet,parquet,2935,115,2,x;lx,0,230,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fretri1auto9605__fretri1auto9605.parquet,parquet,42731,1,6,damage.paid;damage.incur;body.paid;body.incur;total.paid;total.incur,0,6,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fretri1dis1418__fretri1dis1418.parquet,parquet,29095,60,40,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,780,2400,0.3250000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fretri1TPL9207__fretri1TPL9207.parquet,parquet,3797,400,3,dim_0;dim_1;value,190,1200,0.1583333333,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fretri2auto9605__fretri2auto9605.parquet,parquet,41076,1,6,damage.paid;damage.incur;body.paid;body.incur;total.paid;total.incur,0,6,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fretri3auto9605__fretri3auto9605.parquet,parquet,40828,1,6,damage.paid;damage.incur;body.paid;body.incur;total.paid;total.incur,0,6,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/fretri4auto9403__fretri4auto9403.parquet,parquet,40962,1,6,damage.paid;damage.incur;body.paid;body.incur;total.paid;total.incur,0,6,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freTV7377__freTV7377.parquet,parquet,2849,107,2,x;lx,0,214,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/freTV8890__freTV8890.parquet,parquet,2886,112,2,x;lx,0,224,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/hurricanehist__hurricanehist.parquet,parquet,24108,2010,8,Year;Region;Windmax;NAO;SOI;SST;SSTmda;sun,0,16080,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ICB1__ICB1.parquet,parquet,190320,5822,86,MOSTYPE;MAANTHUI;MGEMOMV;MGEMLEEF;MOSHOOFD;MGODRK;MGODPR;MGODOV;MGODGE;MRELGE;MRELSA;MRELOV;MFALLEEN;MFGEKIND;MFWEKIND;MOPLHOOG;MOPLMIDD;MOPLLAAG;MBERHOOG;MBERZELF;MBERBOER;MBERMIDD;MBERARBG;MBERARBO;MSKA;MSKB1;MSKB2;MSKC;MSKD;MHHUUR;MHKOOP;MAUT1;MAUT2;MAUT0;MZFONDS;MZPART;MINKM30;MINK3045;MINK4575;MINK7512;MINK123M;MINKGEM;MKOOPKLA;PWAPART;PWABEDR;PWALAND;PPERSAUT;PBESAUT;PMOTSCO;PVRAAUT;PAANHANG;PTRACTOR;PWERKT;PBROM;PLEVEN;PPERSONG;PGEZONG;PWAOREG;PBRAND;PZEILPL;PPLEZIER;PFIETS;PINBOED;PBYSTAND;AWAPART;AWABEDR;AWALAND;APERSAUT;ABESAUT;AMOTSCO;AVRAAUT;AAANHANG;ATRACTOR;AWERKT;ABROM;ALEVEN;APERSONG;AGEZONG;AWAOREG;ABRAND;AZEILPL;APLEZIER;AFIETS;AINBOED;ABYSTAND;CARAVAN,0,500692,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ICB2__ICB2.parquet,parquet,145751,4000,85,MOSTYPE;MAANTHUI;MGEMOMV;MGEMLEEF;MOSHOOFD;MGODRK;MGODPR;MGODOV;MGODGE;MRELGE;MRELSA;MRELOV;MFALLEEN;MFGEKIND;MFWEKIND;MOPLHOOG;MOPLMIDD;MOPLLAAG;MBERHOOG;MBERZELF;MBERBOER;MBERMIDD;MBERARBG;MBERARBO;MSKA;MSKB1;MSKB2;MSKC;MSKD;MHHUUR;MHKOOP;MAUT1;MAUT2;MAUT0;MZFONDS;MZPART;MINKM30;MINK3045;MINK4575;MINK7512;MINK123M;MINKGEM;MKOOPKLA;PWAPART;PWABEDR;PWALAND;PPERSAUT;PBESAUT;PMOTSCO;PVRAAUT;PAANHANG;PTRACTOR;PWERKT;PBROM;PLEVEN;PPERSONG;PGEZONG;PWAOREG;PBRAND;PZEILPL;PPLEZIER;PFIETS;PINBOED;PBYSTAND;AWAPART;AWABEDR;AWALAND;APERSAUT;ABESAUT;AMOTSCO;AVRAAUT;AAANHANG;ATRACTOR;AWERKT;ABROM;ALEVEN;APERSONG;AGEZONG;AWAOREG;ABRAND;AZEILPL;APLEZIER;AFIETS;AINBOED;ABYSTAND,0,340000,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/itamtplcost__itamtplcost.parquet,parquet,8214,457,2,Date;UltimateCost,0,914,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/linearmodelfactor__linearmodelfactor.parquet,parquet,2984,40,3,X;Y;Z,0,120,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/lossalae__lossalae.parquet,parquet,13323,1500,2,Loss;ALAE,0,3000,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/lossalaefull__lossalaefull.parquet,parquet,15635,1500,4,Loss;ALAE;Limit;Censored,148,6000,0.0246666667,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/norauto__norauto.parquet,parquet,481996,183999,7,Male;Young;DistLimit;GeoRegion;Expo;ClaimAmount;NbClaim,0,1287993,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/Norberg__Norberg.parquet,parquet,2376,200,3,dim_0;dim_1;value,0,600,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/norfire__norfire.parquet,parquet,100852,9181,3,Year;Loss;Loss2012,0,27543,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/nortritpl8800__nortritpl8800.parquet,parquet,43691,1,5,countbyrepdel;paidbyrepdel;incurbyrepdel;paidbydel;incurbydel,0,5,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/nzcathist__nzcathist.parquet,parquet,14089,145,10,Year;Quarter;Date;FirstDay;Event;Type;Location;OriginalCost;NormCost2011;NormCost2014,62,1450,0.0427586207,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/pg15pricing__pg15pricing.parquet,parquet,560137,36311,15,PolNum;CalYear;Gender;Type;Category;Occupation;Age;Group1;Bonus;Poldur;Value;Adind;SubGroup2;Group2;Density,0,544665,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/pg15training__pg15training.parquet,parquet,1822706,100021,20,PolNum;CalYear;Gender;Type;Category;Occupation;Age;Group1;Bonus;Poldur;Value;Adind;SubGroup2;Group2;Density;Exppdays;Numtppd;Numtpbi;Indtppd;Indtpbi,0,2000420,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/pg16test__pg16test.parquet,parquet,488628,32772,21,Year;BeginDate;EndDate;PolicyAgeCateg;CompanyCreation;FleetMgt;Area;FleetSizeCateg;PayFreq;Exposure;VehiclAge;Deduc;VehiclNb;SumInsured;PolicyCateg;VehiclCateg;PolicyID;BusinessType;ChannelDist;VehiclPower;LicNb,0,688212,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/pg16trainclaim__pg16trainclaim.parquet,parquet,113634,4568,9,BeginDate;Year;EndDate;DirectComp;CompRate;SettlYear;ClaimCharge;PolicyID;LicNb,0,41112,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/pg16trainpol__pg16trainpol.parquet,parquet,1186821,87228,22,Year;BeginDate;EndDate;PolicyAgeCateg;CompanyCreation;FleetMgt;Area;FleetSizeCateg;PayFreq;Exposure;VehiclAge;Deduc;VehiclNb;SumInsured;PolicyCateg;VehiclCateg;PolicyID;BusinessType;ChannelDist;VehiclPower;ClaimNb;LicNb,0,1919016,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/pg17testyear1__pg17testyear1.parquet,parquet,3429596,100000,31,id_client;id_vehicle;id_policy;id_year;pol_bonus;pol_coverage;pol_duration;pol_sit_duration;pol_pay_freq;pol_payd;pol_usage;pol_insee_code;drv_drv2;drv_age1;drv_age2;drv_sex1;drv_sex2;drv_age_lic1;drv_age_lic2;vh_age;vh_cyl;vh_din;vh_fuel;vh_make;vh_model;vh_sale_begin;vh_sale_end;vh_speed;vh_type;vh_value;vh_weight,0,3100000,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/pg17testyear2__pg17testyear2.parquet,parquet,3427530,100000,31,id_client;id_vehicle;id_policy;id_year;pol_bonus;pol_coverage;pol_duration;pol_sit_duration;pol_pay_freq;pol_payd;pol_usage;pol_insee_code;drv_drv2;drv_age1;drv_age2;drv_sex1;drv_sex2;drv_age_lic1;drv_age_lic2;vh_age;vh_cyl;vh_din;vh_fuel;vh_make;vh_model;vh_sale_begin;vh_sale_end;vh_speed;vh_type;vh_value;vh_weight,0,3100000,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/pg17testyear3__pg17testyear3.parquet,parquet,3424636,100000,31,id_client;id_vehicle;id_policy;id_year;pol_bonus;pol_coverage;pol_duration;pol_sit_duration;pol_pay_freq;pol_payd;pol_usage;pol_insee_code;drv_drv2;drv_age1;drv_age2;drv_sex1;drv_sex2;drv_age_lic1;drv_age_lic2;vh_age;vh_cyl;vh_din;vh_fuel;vh_make;vh_model;vh_sale_begin;vh_sale_end;vh_speed;vh_type;vh_value;vh_weight,0,3100000,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/pg17testyear4__pg17testyear4.parquet,parquet,3420741,100000,31,id_client;id_vehicle;id_policy;id_year;pol_bonus;pol_coverage;pol_duration;pol_sit_duration;pol_pay_freq;pol_payd;pol_usage;pol_insee_code;drv_drv2;drv_age1;drv_age2;drv_sex1;drv_sex2;drv_age_lic1;drv_age_lic2;vh_age;vh_cyl;vh_din;vh_fuel;vh_make;vh_model;vh_sale_begin;vh_sale_end;vh_speed;vh_type;vh_value;vh_weight,0,3100000,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/pg17trainclaim__pg17trainclaim.parquet,parquet,172044,14243,6,id_client;id_vehicle;id_year;id_claim;claim_nb;claim_amount,0,85458,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/pg17trainpol__pg17trainpol.parquet,parquet,3432402,100000,31,id_client;id_vehicle;id_policy;id_year;pol_bonus;pol_coverage;pol_duration;pol_sit_duration;pol_pay_freq;pol_payd;pol_usage;pol_insee_code;drv_drv2;drv_age1;drv_age2;drv_sex1;drv_sex2;drv_age_lic1;drv_age_lic2;vh_age;vh_cyl;vh_din;vh_fuel;vh_make;vh_model;vh_sale_begin;vh_sale_end;vh_speed;vh_type;vh_value;vh_weight,1,3100000,0.0000003226,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/PnCdemand__PnCdemand.parquet,parquet,30637,154,22,Name;Country;Time;GNPCAP;NewMEAS;RiskAversion;Protect;PopDens;Urban;LegalSyst;CPI;Auto;Transport;Freight;FireProp;PecLoss;GenLiab;AccSick;OtherNL;MRATE;NumAcc;Population,271,3388,0.0799881936,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/sgautoBI9301__sgautoBI9301.parquet,parquet,2617,81,3,origin;dev;value,36,243,0.1481481481,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/sgautonb__sgautonb.parquet,parquet,42069,7483,15,SexInsured;Female;VehicleType;PC;Clm_Count;Exp_weights;LNWEIGHT;NCD;AgeCat;AutoAge0;AutoAge1;AutoAge2;AutoAge;VAgeCat;VAgecat1,0,112245,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/sgautoprop9701__sgautoprop9701.parquet,parquet,2315,25,3,origin;dev;value,10,75,0.1333333333,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/SOAGMI__SOAGMI.parquet,parquet,496533,75789,1,Loss,0,75789,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/spacedata__spacedata.parquet,parquet,45898,1698,16,Event;EventDate;MissionType;InitOrbit;OrbitRange;Position;ContractLife;Sector;IsCommercial;Mass;RetireDate;TotalFailDate;PartialFailDate;AnyFailDate;OperLifeTime;Censored,6222,27168,0.2290194346,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/swautoins__swautoins.parquet,parquet,31628,2182,7,Kilometres;Zone;Bonus;Make;Insured;Claims;Payment,0,15274,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/swbusscase__swbusscase.parquet,parquet,21677,1542,7,IDpol;Area;BusAgeClass;ObsNb;ClaimNb;AggClaim;Exposure,926,10794,0.0857884010,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/swmotorcycle__swmotorcycle.parquet,parquet,205118,64548,9,OwnerAge;Gender;Area;RiskClass;VehAge;BonusClass;Exposure;ClaimNb;ClaimAmount,0,580932,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/swtri1auto__swtri1auto.parquet,parquet,13968,1,2,inc;paid,0,2,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ukaggclaim__ukaggclaim.parquet,parquet,4675,128,5,OwnerAge;Model;CarAge;NClaims;AvCost,5,640,0.0078125000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ukautocoll__ukautocoll.parquet,parquet,3571,32,4,Age;Vehicle_Use;Severity;Claim_Count,0,128,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usautoBI__usautoBI.parquet,parquet,22265,1340,8,CASENUM;ATTORNEY;CLMSEX;MARITAL;CLMINSUR;SEATBELT;CLMAGE;LOSS,306,10720,0.0285447761,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usautotri9504__usautotri9504.parquet,parquet,2595,100,3,origin;dev;value,45,300,0.1500000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usexpense__usexpense.parquet,parquet,47122,384,15,CompanyName;Group;Mutual;Stock;RBC;Expenses;StaffWage;AgentWage;LongLoss;ShortLoss;GWPpersonal;GWPcommercial;Assets;Cash;LiqRatio,19,5760,0.0032986111,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ushu17annualloss__ushu17annualloss.parquet,parquet,4746,118,3,Year;PL18 Sum for Year;CL18 Sum for Year,0,354,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ushu17inflation__ushu17inflation.parquet,parquet,15567,119,9,Year;Implicit Price Deflator;Multiplier;Wealth;Real wealth (2018 base);Real Wealth Per Capita;Real Wealth Per Capita Multiplier;Real Wealth Per Housing Unit;Real Wealth Per Housing Unit Multiplier,0,1071,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ushu17population__ushu17population.parquet,parquet,22027,207,11,Storm ID;Year;Storm Name;Original Population;2018 Population;Population Multiplier;Original Housing Units;2018 Housing Units;Housing Units Multiplier;Population;Housing Units,262,2277,0.1150636803,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ushu17stormloss__ushu17stormloss.parquet,parquet,13015,197,8,Year;Storm ID;Storm Name;Catgeory;State;Base Economic Damage;Normalized PL 2018;Normalized CL 2018,119,1576,0.0755076142,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ushu18ICAT__ushu18ICAT.parquet,parquet,25059,247,13,ATCF_ID;name;basedamage;ATD;ND;lf_ISO_TIME;lf_wind;lf_pressure;lf_state;WPC;population;lf_lat;lf_lon,4,3211,0.0012457178,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ushu18NCEI__ushu18NCEI.parquet,parquet,11104,35,13,ATCF_ID;name;basedamage;ATD;CPI;lf_ISO_TIME;lf_wind;lf_pressure;lf_state;WPC;population;lf_lat;lf_lon,3,455,0.0065934066,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ushu18W__ushu18W.parquet,parquet,23743,197,14,ATCF_ID;name;basedamage;ATD;ND;lf_ISO_TIME;lf_wind;lf_pressure;lf_state;WPC;population;lf_lat;lf_lon;Storm ID,172,2758,0.0623640319,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ushustormloss4980__ushustormloss4980.parquet,parquet,1537,35,1,NormLoss80,0,35,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/uslapseagent__uslapseagent.parquet,parquet,257467,29317,15,issue.date;duration;acc.death.rider;gender;premium.frequency;risk.state;underwriting.age;living.place;annual.premium;DJIA;termination.cause;surrender;death;other;allcause,0,439755,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usmassBI2__usmassBI2.parquet,parquet,8404,174,5,TOWNCODE;YEAR;AC;PCI;PPSM,0,870,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usmassBI__usmassBI.parquet,parquet,7270,348,4,claims;provider;providerA;logclaims,0,1392,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usmedclaim__usmedclaim.parquet,parquet,10216,36,15,members;month;DY1;DY2;DY3;DY4;DY5;DY6;DY7;DY8;DY9;DY10;DY11;DY12;DY13,78,540,0.1444444444,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usMSHA1316__usMSHA1316.parquet,parquet,1199607,53746,20,YEAR;US_STATE;COMMODITY;PRIMARY;SEAM_HEIGHT;TYPE_OF_MINE;MINE_STATUS;AVG_EMP_TOTAL;EMP_HRS_TOTAL;PCT_HRS_UNDERGROUND;PCT_HRS_SURFACE;PCT_HRS_STRIP;PCT_HRS_AUGER;PCT_HRS_CULM_BANK;PCT_HRS_DREDGE;PCT_HRS_OTHER_SURFACE;PCT_HRS_SHOP_YARD;PCT_HRS_MILL_PREP;PCT_HRS_OFFICE;NUM_INJURIES,31,1074920,0.0000288394,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usMVTA__usMVTA.parquet,parquet,31732187,1583520,49,ST_CASE;VEH_NO;PER_NO;AGE;GENDER;YEAR;SOURCE;PER_TYP;INJ_SEV;DRINKING;DRUGS;NUMOCCS;MAKE;MODEL;MOD_YEAR;HIT_RUN;BODY_TYP;DEFORMED;SPEC_USE;TRAV_SP;DR_ZIP;SPEEDREL;DR_SF1;HARM_EV;HOUR;WEATHER;STRATUM;REGION;PSU;PJ;WEIGHT;NUM_VEH;MAX_SEV;MAKEMODEL;COUNTYNAME;STATENAME;SEG;MARITAL;POP2018;RACE;PREV;DR_DRINK;CDL_STAT;PREV_ACC;PREV_SUS;PREV_DWI;PREV_SPD;COUNTY;ZCTA,16683362,77592480,0.2150126146,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usprivautoclaim__usprivautoclaim.parquet,parquet,56891,6773,5,STATE;CLASS;GENDER;AGE;PAID,0,33865,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usquakeLR__usquakeLR.parquet,parquet,1963,24,2,Year;LossRatio,0,48,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usreauto8700__usreauto8700.parquet,parquet,3200,196,3,orig;dev;value,91,588,0.1547619048,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usreGL8190__usreGL8190.parquet,parquet,2567,100,3,origin;dev;value,45,300,0.1500000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usreGL8700__usreGL8700.parquet,parquet,3008,196,3,origin;dev;value,91,588,0.1547619048,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ustermlife__ustermlife.parquet,parquet,18739,500,18,Gender;Age;MarStat;Education;Ethnicity;SmarStat;Sgender;Sage;Seducation;NumHH;Income;TotIncome;Charity;Face;FaceCVLifePol;CashCVLifePol;BorrowCVLifePol;NetValue,0,9000,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ustri1fire__ustri1fire.parquet,parquet,6892,1,2,inc;paid,0,2,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/ustri2GL__ustri2GL.parquet,parquet,19763,1,3,comauto;home;work,0,3,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/uswarrantaggnum__uswarrantaggnum.parquet,parquet,1872,6,2,PolicyNumber;ClaimNumber,0,12,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usworkcomp__usworkcomp.parquet,parquet,14317,847,4,CL;YR;PR;LOSS,0,3388,0.0000000000,verified,Metadata and all row-group footers readable.
data/processed/rdata/github/02_motor_pricing/CASdatasets/data/usworkcomptri8807__usworkcomptri8807.parquet,parquet,4159,420,3,origin;dev;value,190,1260,0.1507936508,verified,Metadata and all row-group footers readable.
